,id,wyckoff_sites,lattice_params,basis_params,lattice_params_value,basis_params_value,pearson_symbol,space_group,prototype
249,mC16-AlCl3-12,"['g', 'ij']","['a', 'b/a', 'c/a', 'beta']","['y1', 'x2', 'z2', 'x3', 'y3', 'z3']","[5.914, 1.73047007102, 1.03956712885, 108.25]","[0.1662, 0.2147, 0.2263, 0.2518, 0.32131, 0.2248]",mC16,12,AlCl3
250,hR7-C6Ca-166,"['g', 'a']","['a', 'c/a']",['x2'],"[4.33304, 3.13251204697]",[0.16667],hR7,166,C6Ca
251,tI6-H2Th-139,"['d', 'a']","['a', 'c/a']",[],"[4.1, 1.22682926829]",[],tI6,139,H2Th
252,hR8-AlF3-155,"['c', 'de']","['a', 'c/a']","['x1', 'y2', 'y3']","[4.91608, 2.53341483458]","[0.237, 0.43, 0.07]",hR8,155,AlF3
253,oP12-PbCl2-62,"['cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3']","[7.6204, 0.595008136056, 1.1869718125]","[0.125, 0.4217, 0.0202, 0.837, 0.2377, 0.0959]",oP12,62,PbCl2
254,hP6-CaIn2-194,"['b', 'f']","['a', 'c/a']",['z2'],"[4.895, 1.58324821246]",[0.045],hP6,194,CaIn2
255,oP40-C3Cr7-62,"['cd', 'cccdd']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[4.526, 1.54882898807, 2.68272205038]","[0.4594, 0.5629, 0.0579, 0.6261, 0.2501, 0.2063, 0.2619, 0.4165, 0.0288, 0.0291, 0.3428, 0.0565, 0.0642, 0.8119, 0.2509, 0.0657, 0.0218]",oP40,62,C3Cr7
256,hP6-Cu2Te-191,"['h', 'e']","['a', 'c/a']","['z1', 'z2']","[4.237, 1.71040830776]","[0.306, 0.16]",hP6,191,Cu2Te
257,oI12-S2Si-72,"['j', 'a']","['a', 'b/a', 'c/a']","['x2', 'y2']","[9.583, 0.585829072316, 0.578837524783]","[0.1182, 0.2088]",oI12,72,S2Si
258,oF24-Si2Ti-70,"['e', 'a']","['a', 'b/a', 'c/a']",['x2'],"[8.2671, 0.580614725841, 1.0342804611]",[0.4615],oF24,70,Si2Ti
259,oC24-O2Si-20,"['abc', 'c']","['a', 'b/a', 'c/a']","['x1', 'y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[8.74, 0.576659038902, 0.942791762014]","[0.3336, 0.4403, 0.2453, 0.1971, 0.2713, 0.33154, 0.03589, 0.81143]",oC24,20,O2Si
260,cP8-AsCu3S4-215,"['a', 'c', 'e']",['a'],['x3'],[5.28],[0.25],cP8,215,AsCu3S4
261,hR2-beta-O-166,['c'],"['a', 'c/a']",['x1'],"[3.289, 3.42991790818]",[0.0543],hR2,166,beta-O
262,hP12-O2Si-194,"['cg', 'f']","['a', 'c/a']",['z2'],"[5.052, 1.63697545527]",[0.062],hP12,194,O2Si
263,tI18-Te4Ti5-87,"['h', 'ah']","['a', 'c/a']","['x2', 'y2', 'x3', 'y3']","[10.164, 0.37111373475]","[0.2797, -0.0589, 0.3752, 0.6856]",tI18,87,Te4Ti5
264,hP4-La-194,['ac'],"['a', 'c/a']",[],"[3.77, 3.2175066313]",[],hP4,194,La
265,hP12-CMo-194,"['af', 'bf']","['a', 'c/a']","['z3', 'z4']","[3.01, 4.85382059801]","[0.166, 0.583]",hP12,194,CMo
266,oP20-O3Sb2-56,"['ce', 'e']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[4.911, 2.53797597231, 1.10201588271]","[0.029, 0.147, 0.058, 0.861, 0.044, 0.128, 0.179]",oP20,56,O3Sb2
267,oC12-Au2V-38,"['de', 'ab']","['a', 'b/a', 'c/a']","['z1', 'z2', 'y3', 'z3', 'y4', 'z4']","[4.684, 1.81084543126, 1.0269000854]","[0.06, 0.5, 0.17, 0.56, 0.17, 0.0]",oC12,38,Au2V
268,mP12-AgAuTe4-13,"['e', 'a', 'gg']","['a', 'b/a', 'c/a', 'beta']","['y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[8.95, 0.500335195531, 1.63360893855, 145.35]","[0.5182, 0.2986, 0.0278, 0.0003, 0.2821, 0.4045, 0.2366]",mP12,13,AgAuTe4
269,tI18-Pt8Ti-139,"['hi', 'a']","['a', 'c/a']","['x2', 'x3']","[8.312, 0.468840230991]","[0.333, 0.327]",tI18,139,Pt8Ti
270,aP4-Cf-2,['aci'],"['a', 'b/a', 'c/a', 'alpha', 'beta', 'gamma']","['x3', 'y3', 'z3']","[3.307, 2.24130631993, 0.844572119746, 89.06, 85.15, 85.7]","[0.572, 0.259, 0.433]",aP4,2,Cf
271,oC16-Ga3Pt5-65,"['ah', 'bej']","['a', 'b/a', 'c/a']","['x4', 'y5']","[8.031, 0.926410160628, 0.491595069107]","[0.25, 0.225]",oC16,65,Ga3Pt5
272,aP6-I4P2-2,"['ii', 'i']","['a', 'b/a', 'c/a', 'alpha', 'beta', 'gamma']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[4.56, 1.54824561404, 1.62280701754, 80.2, 106.96667, 98.2]","[0.557, 0.73, 0.165, 0.82, 0.803, 0.695, 0.397, 0.639, 0.463]",aP6,2,I4P2
273,oC8-P-64,['f'],"['a', 'b/a', 'c/a']","['y1', 'z1']","[3.3136, 3.16211974891, 1.32070859488]","[0.10168, 0.08056]",oC8,64,P
274,oI6-MoPt2-71,"['a', 'g']","['a', 'b/a', 'c/a']",['y2'],"[2.75984, 2.9999963766, 1.4241115427]",[0.35333],oI6,71,MoPt2
275,hR16-C8H8-148,"['cf', 'cf']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[6.29713, 1.8633345667]","[0.11546, 0.21, 0.10706, 0.81289, 0.19519, 0.1848, 0.6754, 0.3468]",hR16,148,C8H8
276,oP12-Co2Si-62,"['cc', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3']","[4.918, 0.7600650671, 1.44550630338]","[0.038, 0.282, 0.674, 0.562, 0.202, 0.611]",oP12,62,Co2Si
277,cI2-W-229,['a'],['a'],[],[3.155],[],cI2,229,W
278,tI6-MoSi2-139,"['a', 'e']","['a', 'c/a']",['z2'],"[3.2064, 2.44754241517]",[0.3353],tI6,139,MoSi2
279,tP16-Cl-138,['j'],"['a', 'c/a']","['x1', 'y1', 'z1']","[8.56, 0.714953271028]","[0.375, -0.083, 0.857]",tP16,138,Cl
280,tP6-ClFPb-129,"['c', 'a', 'c']","['a', 'c/a']","['z2', 'z3']","[4.11, 1.76301703163]","[0.6497, 0.2058]",tP6,129,ClFPb
281,cF8-C-227,['a'],['a'],[],[3.55],[],cF8,227,C
282,hP3-CdI2-164,"['a', 'd']","['a', 'c/a']",['z2'],"[4.24, 1.61320754717]",[0.252],hP3,164,CdI2
283,aP16-AsKSe2-1,"['aaaa', 'aaaa', 'aaaaaaaa']","['a', 'b/a', 'c/a', 'alpha', 'beta', 'gamma']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16']","[6.554, 1.00061031431, 1.92662496186, 100.43475, 100.46074, 107.53]","[0.3267, 0.582, 0.177, 0.565, -0.0132, 0.4424, 0.5217, 0.3883, 0.6767, -0.0744, 0.6254, -0.0574, 0.0338, 0.0476, 0.2599, 0.0831, 0.6072, 0.4974, -0.0131, 0.0949, 0.7583, 0.5449, 0.1443, -0.0022, -0.0211, 0.5213, 0.2073, 0.2907, 0.5956, -0.0183, -0.0616, 0.0602, 0.4998, 0.5068, -0.0175, 0.2448, 0.4596, 0.0397, 0.708, 0.5326, 0.352, 0.4818, 0.0, 0.0, 0.0, -0.078, 0.569, 0.7448]",aP16,1,AsKSe2
284,hP8-Ni3Sn-194,"['h', 'c']","['a', 'c/a']",['x2'],"[5.295, 0.802077431539]",[0.8392],hP8,194,Ni3Sn
285,cF16-AlCu2Mn-225,"['a', 'c', 'b']",['a'],[],[5.95],[],cF16,225,AlCu2Mn
286,hP4-BN-194,"['c', 'd']","['a', 'c/a']",[],"[2.50399, 2.66023426611]",[],hP4,194,BN
287,tI2-In-139,['a'],"['a', 'c/a']",[],"[3.25283, 1.52061313499]",[],tI2,139,In
288,mP18-As2Ba-7,"['aaaaaa', 'aaa']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9']","[6.5499839723, 1.91328244277, 1.22717557252, 127.75]","[0.6753, 0.4828, 0.3393, 0.4711, 0.6498, 0.3067, 0.4174, 0.3433, 0.0893, 0.2883, 0.1551, 0.3432, 0.1472, 0.1112, 0.5582, 0.0, 0.0746, 0.0, 0.5693, 0.07852, 0.0933, 0.1184, 0.41567, 0.2938, 0.8473, 0.27155, 0.6656]",mP18,7,As2Ba
289,oC8-ClH-36,"['a', 'a']","['a', 'b/a', 'c/a']","['y1', 'z1', 'y2', 'z2']","[5.825, 0.945115879828, 0.922403433476]","[0.25, 0.0, 0.081, 0.83]",oC8,36,ClH
290,hP16-Mn5Si3-193,"['dg', 'g']","['a', 'c/a']","['x2', 'x3']","[6.9104160691, 0.696671490596]","[0.2358, 0.5992]",hP16,193,Mn5Si3
291,cP33-Al2Ca3O6-221,"['cd', 'ag', 'fh']",['a'],"['x4', 'x5', 'x6']",[7.624],"[0.3, 0.2, 0.2]",cP33,221,Al2Ca3O6
292,cP34-P12PrRu4-195,"['jj', 'ab', 'ee']",['a'],"['x3', 'x4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']",[8.0357772599],"[0.2493, 0.7507, 0.14225, 0.5, 0.35579, 0.0002, 0.14286, 0.35831]",cP34,195,P12PrRu4
293,cF112-NaZn-226,"['a', 'bi']",['a'],"['y3', 'z3']",[12.2836],"[0.1806, 0.1192]",cF112,226,NaZn
294,cI28-P4Th3-220,"['c', 'a']",['a'],['x2'],[8.6],[0.08333],cI28,220,P4Th3
295,hR5-Ag3IS-146,"['b', 'a', 'a']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3']","[6.8858547087, 1.22475238897]","[0.47, 0.0, 0.49, -0.002, -0.14399]",hR5,146,Ag3IS
296,hP72-AlO4P-192,"['m', 'jkkl']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4', 'y4', 'x5', 'y5', 'z5']","[13.7705812079, 0.608458538779]","[0.6373, 0.7895, 0.4221, 0.6688, 0.5445, 0.1221, 0.4551, 0.686]",hP72,192,AlO4P
297,mP16-O3W-7,"['aaaaaa', 'aa']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[5.2778002048, 0.97690325515, 1.45210125431, 91.762]","[0.5044, 0.292, 0.01, 0.5764, 0.215, 0.586, 0.0, 0.209, 0.0, 0.0864, 0.29, 0.58, 0.2874, 0.0717, 0.287, 0.7924, 0.4201, 0.301, 0.2874, 0.014, 0.0012, 0.7994, 0.528, 0.078]",mP16,7,O3W
298,oP28-La2NiO4-50,"['ij', 'ac', 'ijm']","['a', 'b/a', 'c/a']","['y3', 'y4', 'y5', 'y6', 'x7', 'y7', 'z7']","[5.5348069961, 2.26684733515, 0.987895212291]","[0.8726, 0.445, 0.3867, -0.076, 0.5, 0.743, 0.226]",oP28,50,La2NiO4
299,hP30-Al2S3-170,"['aa', 'aaa']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[6.4300116544, 2.78071539658]","[0.013, 0.3579, 0.87264, 0.3339, 0.3226, 0.70114, 0.3347, 0.0, -0.004, 0.0119, 0.3343, 0.0, 0.338, 0.0064, 0.66177]",hP30,170,Al2S3
300,cF56-Co3O4-227,"['ad', 'e']",['a'],['x3'],[8.0835],[0.2642],cF56,227,Co3O4
301,hP20-Bi2O3-159,"['bc', 'cc']","['a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[7.7488577892, 0.813266227893]","[0.0, 0.337, 0.154, 0.021, 0.451, 0.061, 0.287, 0.149, 0.282, 0.083]",hP20,159,Bi2O3
302,tP64-B2H)6MgOO(-77,"['dd', 'dddddd', 'd', 'abdddddd']","['a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17']","[7.6159522234, 1.07480314961]","[0.0, 0.035, 0.1167, 0.1203, 0.418, 0.392, 0.3817, 0.132, 0.362, 0.099, 0.309, 0.136, 0.393, 0.161, 0.192, 0.355, 0.442, 0.312, 0.133, 0.03, 0.028, 0.14, 0.14, 0.47, 0.35, 0.32, 0.2491, 0.7483, 0.273, 0.2602, 0.0188, 0.013, 0.2316, 0.4834, 0.184, 0.1644, 0.2577, 0.529, 0.3406, 0.2365, 0.012, 0.0182, 0.2119, 0.275, 0.4808, 0.3008, 0.268]",tP64,77,B2H)6MgOO(
303,tP18-B4CeCo4-137,"['g', 'b', 'g']","['a', 'c/a']","['y2', 'z2', 'y3', 'z3']","[5.0593101041, 1.39612571654]","[0.08, 0.1, 0.503, 0.384]",tP18,137,B4CeCo4
304,tI96-NbO2-88,"['ff', 'ffff']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[13.66, 0.436603221083]","[0.1155, 0.1249, 0.4746, 0.1356, 0.125, 0.0267, -0.0134, 0.1262, -0.0046, -0.0251, 0.1252, 0.5, 0.2739, 0.1245, -0.0002, 0.2631, 0.1241, 0.5043]",tI96,88,NbO2
305,tI32-Ni3P-82,"['ggg', 'g']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[8.954, 0.495711413893]","[0.0775, 0.1117, 0.2391, 0.3649, 0.0321, 0.9765, 0.1689, 0.22, 0.7524, 0.2862, 0.0487, 0.4807]",tI32,82,Ni3P
306,oF52-O10W3-42,"['aabce', 'ab']","['a', 'b/a', 'c/a']","['z1', 'z2', 'z3', 'z4', 'z5', 'y6', 'z6', 'x7', 'y7', 'z7']","[7.4494846573, 1.70036689767, 1.04688136975]","[0.76, 0.27, 0.0, 0.31, 0.06, 0.79, 0.6, 0.17, 0.11, 0.07]",oF52,42,O10W3
307,oP24-BaO4S-62,"['c', 'ccd', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'y5', 'z5']","[8.884, 0.614362899595, 0.805155335434]","[0.8154, 0.3419, 0.5878, 0.6062, 0.3192, 0.5515, 0.437, 0.6914, 0.4186, 0.4702, 0.819]",oP24,62,BaO4S
308,tP26-Ba2O8Si2Ti-100,"['c', 'abcd', 'c', 'a']","['a', 'c/a']","['z1', 'z2', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'z6', 'x7', 'y7', 'z7']","[8.527, 0.611047261639]","[0.7904, 0.4646, 0.3707, 0.32701, 0.0, 0.1259, 0.7949, 0.1282, 0.4871, 0.2924, 0.5772, 0.3571]",tP26,100,Ba2O8Si2Ti
309,cF60-CCu2Fe[N]6-196,"['h', 'bc', 'a']",['a'],"['x4', 'y4', 'z4']",[9.9799933334],"[0.0, 0.0625, 0.25]",cF60,196,CCu2Fe[N]6
310,tP10-Ge3Ti2-83,"['adk', 'j']","['a', 'c/a']","['x3', 'y3', 'x4', 'y4']","[6.2840064744, 0.638128580522]","[0.375, 0.191, 0.109, 0.314]",tP10,83,Ge3Ti2
311,hR6-ISSm-166,"['c', 'c', 'c']","['a', 'c/a']","['x1', 'x2', 'x3']","[3.8548, 7.95397945419]","[0.1159, 0.3017, 0.3815]",hR6,166,ISSm
312,hP13-Ag5O6Pb2-157,"['aac', 'cc', 'b']","['a', 'c/a']","['z1', 'z2', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'z6']","[5.939, 1.08233709379]","[0.264, 0.736, 0.022, 0.5, 0.522, 0.603, 0.215, 0.397, 0.829]",hP13,157,Ag5O6Pb2
313,oP28-Mg2O4Si-62,"['ac', 'ccd', 'c']","['a', 'b/a', 'c/a']","['x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'y6', 'z6']","[10.193, 0.586382811734, 0.466202295693]","[0.2774, -0.0085, 0.0913, 0.7657, 0.4474, 0.2215, 0.094, 0.4262, 0.1628, 0.0331, 0.2777]",oP28,62,Mg2O4Si
314,tI16-S-142,['f'],"['a', 'c/a']",['x1'],"[8.5939, 0.420984651904]",[0.1405],tI16,142,S
315,hP8-Cl3Ru-158,"['d', 'a']","['a', 'c/a']","['z1', 'x2', 'y2', 'z2']","[6.12, 0.924509803922]","[0.0, 0.318, 0.027, 0.237]",hP8,158,Cl3Ru
316,mP8-C-10,['mmnn'],"['a', 'b/a', 'c/a', 'beta']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4']","[4.7302, 0.527461840937, 0.86332501797, 106.1]","[0.1175, 0.6746, 0.5344, 0.3333, 0.1131, 0.8977, 0.4209, 0.1319]",mP8,10,C
317,tP20-As2BaGe2-105,"['f', 'ac', 'ee']","['a', 'c/a']","['z1', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'y5', 'z5']","[7.7858653925, 1.11276650398]","[0.0, 0.0241, 0.3351, 0.3664, 0.1632, 0.6068, 0.3453, 0.229, 0.2558]",tP20,105,As2BaGe2
318,hP20-Fe3Th7-186,"['c', 'bcc']","['a', 'c/a']","['z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4']","[9.85, 0.624365482234]","[0.06, 0.815, 0.31, 0.126, 0.25, 0.544, 0.31]",hP20,186,Fe3Th7
319,cI48-Ag3AuTe2-214,"['f', 'a', 'e']",['a'],"['x2', 'x3']",[10.38],"[0.266, 0.365]",cI48,214,Ag3AuTe2
320,mP8-AgAuTe2-10,"['ac', 'eh', 'mn']","['a', 'b/a', 'c/a', 'beta']","['x5', 'z5', 'x6', 'z6']","[5.1177434753, 0.86107854631, 1.45123094959, 90.021]","[0.6089, 0.24179, 0.1277, 0.24913]",mP8,10,AgAuTe2
321,oP120-C7H8-60,"['ddddddd', 'dddddddd']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15']","[13.85, 0.824548736462, 0.53357400722]","[0.382, 0.3932, 0.5783, 0.2764, 0.38, 0.5411, 0.2264, 0.4631, 0.4411, 0.1289, 0.4507, 0.4069, 0.0794, 0.3554, 0.4717, 0.1276, 0.2723, 0.571, 0.2251, 0.2844, 0.6054, 0.2616, 0.5329, 0.393, 0.094, 0.5116, 0.3344, 0.0088, 0.3466, 0.4468, 0.0917, 0.2026, 0.6185, 0.2593, 0.2232, 0.6779, 0.3972, 0.4784, 0.595, 0.4192, 0.3624, 0.4724, 0.4002, 0.3492, 0.6895]",oP120,60,C7H8
322,cP12-Si2Sr-212,"['c', 'a']",['a'],['x2'],[6.54],[0.428],cP12,212,Si2Sr
323,tP184-C17FeO4Pt-89,"['ppppppppppppppppp', 'p', 'pppp', 'io']","['a', 'c/a']","['z1', 'x2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17', 'x18', 'y18', 'z18', 'x19', 'y19', 'z19', 'x20', 'y20', 'z20', 'x21', 'y21', 'z21', 'x22', 'y22', 'z22', 'x23', 'y23', 'z23', 'x24', 'y24', 'z24']","[16.2503, 0.81957871547]","[0.86772, 0.10962, 0.1709, 0.485, 0.7893, 0.2334, 0.4627, 0.7103, 0.2146, 0.4383, 0.6125, 0.2885, 0.416, 0.5631, 0.354, 0.4242, 0.6323, 0.3206, 0.4579, 0.7209, 0.234, 0.226, 0.661, 0.3111, 0.2275, 0.696, 0.3148, 0.2616, 0.794, 0.236, 0.287, 0.818, 0.179, 0.265, 0.733, -0.0696, 0.3435, -0.084, -0.078, 0.2512, -0.097, -0.004, 0.378, 0.549, -0.01, 0.309, 0.593, -0.003, 0.238, 0.558, -0.006, 0.165, 0.6, 0.2676, 0.3463, 0.6943, 0.1965, 0.4869, 0.8803, 0.096, 0.4889, 0.7614, 0.1143, 0.375, 0.0177, -0.0146, 0.3768, 0.8623]",tP184,89,C17FeO4Pt
324,oP12-FeS2-29,"['a', 'aa']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[5.4179557747, 1.0, 1.0]","[0.5049, 0.2419, 0.0, 0.615, 0.135, 0.3834, 0.615, 0.635, 0.1134]",oP12,29,FeS2
325,mC16-ClH3-15,"['e', 'cf']","['a', 'b/a', 'c/a', 'beta']","['y2', 'x3', 'y3', 'z3']","[3.282, 2.64137720902, 0.970749542962, 91.9]","[0.86, 0.577, 0.068, 0.169]",mC16,15,ClH3
326,tI4-GeP-107,"['a', 'a']","['a', 'c/a']","['z1', 'z2']","[3.5440505103, 1.57477426639]","[0.0, 0.427]",tI4,107,GeP
327,oP16-Ge3Rh5-55,"['ch', 'agh']","['a', 'b/a', 'c/a']","['x3', 'y3', 'x4', 'y4', 'x5', 'y5']","[5.4199981729, 1.90405904061, 0.730627306278]","[0.348, 0.22, 0.112, 0.152, 0.17, 0.393]",oP16,55,Ge3Rh5
328,oP12-H2S-26,"['abc', 'ab']","['a', 'b/a', 'c/a']","['y1', 'z1', 'y2', 'z2', 'y3', 'z3', 'y4', 'z4', 'x5', 'y5', 'z5']","[4.6806, 0.627034995513, 1.05710806307]","[0.455, 0.858, 0.179, 0.623, 0.048, 0.545, 0.375, 0.355, 0.751, 0.119, 0.213]",oP12,26,H2S
329,hR10-NiO3Pr-167,"['b', 'e', 'a']","['a', 'c/a']",['x3'],"[5.4577, 2.40134122433]",[0.6946],hR10,167,NiO3Pr
330,oI12-Hg2K-74,"['h', 'e']","['a', 'b/a', 'c/a']","['z1', 'y2', 'z2']","[5.158858099, 1.56976744188, 1.70096899227]","[-0.047, 0.56, 0.663]",oI12,74,Hg2K
331,tP24-O2Se-135,"['gh', 'h']","['a', 'c/a']","['x1', 'x2', 'y2', 'x3', 'y3']","[8.3218, 0.607332548247]","[0.36248, -0.05789, 0.17358, 0.13396, 0.20929]",tP24,135,O2Se
332,tP20-B4Th-127,"['ehj', 'g']","['a', 'c/a']","['z1', 'x2', 'x3', 'x4', 'y4']","[7.256, 0.56684123484]","[0.2, 0.31, 0.1, 0.2, 0.04]",tP20,127,B4Th
333,oI32-H3S-23,"['ijkk', 'k']","['a', 'b/a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[5.82463, 1.24369101557, 1.32254065924]","[0.04851, 0.45153, 0.75475, 0.49255, 0.20405, 0.4421, 0.23223, 0.28616, 0.76005, 0.8216, 0.36488]",oI32,23,H3S
334,hP3-AuCN-183,"['a', 'a', 'a']","['a', 'c/a']","['z1', 'z2', 'z3']","[3.3908401495, 1.49568037743]","[0.608, 0.0, 0.226]",hP3,183,AuCN
335,cF116-Mn23Th6-225,"['bdff', 'e']",['a'],"['x3', 'x4', 'x5']",[12.523],"[0.203, 0.178, 0.378]",cF116,225,Mn23Th6
336,cI40-Ge7Ir3-229,"['df', 'e']",['a'],"['x2', 'x3']",[8.735],"[0.342, 0.156]",cI40,229,Ge7Ir3
